Appnum,NOMOR PATEN,TANGGAL PEMBERIAN,STATUS,NOMOR PENGUMUMAN,TANGGAL PENGUMUMAN,TANGGAL PENERIMAAN,TANGGAL DIMULAI PELINDUNGAN,Prioritas,IPC,Pemegang Paten
P00201602863,IDP000068821,,(PA) Diberi Paten,2017/05702,02 Jun 2017,28 Apr 2016,09 Sep 2014,"2013-205066 30 Sep 2013 JP
","F16H 61/02,F16H 61/662,F16H 61/688","DAIHATSU MOTOR CO., LTD."
P00201507484,IDP000053632,,(PA) Diberi Paten,2017/04246,28 Apr 2017,19 Nov 2015,19 Nov 2015,"2014-235533 20 Nov 2014 JP
","B62D 65/18,B65G 21/22,B65G 47/22,B65G 47/60","DAIHATSU MOTOR CO., LTD."
P00201300139,IDP000043107,,(PA) Diberi Paten,2013/03399,26 Sep 2013,27 Feb 2013,27 Feb 2013,"JP2012-044691 29 Feb 2012 JP
","F01M 13/00,F01M 13/04","DAIHATSU MOTOR CO., LTD."
P00201201278,IDP000043452,,(PA) Dihapuskan,2013/02755,25 Jul 2013,28 Dec 2012,28 Dec 2012,"JP2012-018568 31 Jan 2012 JP
","B21D 22/00,B41K 3/00","DAIHATSU MOTOR CO ., LTD."
P00201701684,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/13662,15 Dec 2017,,-,"2016-072265 31 Mar 2016 JP
",B62D 25/20,"DAIHATSU MOTOR CO., LTD."
P00201200419,IDP000043970,,(PA) Diberi Paten,2013/01258,25 Apr 2013,25 May 2012,25 May 2012,"2011-235789 27 Oct 2011 JP
","F16H 57/02,F16H 57/04","DAIHATSU MOTOR CO., LTD."
P00201701950,,-,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2018/01130,02 Feb 2018,,-,"2016-150351 29 Jul 2016 JP
",F16H 57/02,"DAIHATSU MOTOR CO., LTD."
P00201405387,IDP000054982,,(PA) Diberi Paten,2016/01733,18 Mar 2016,10 Sep 2014,10 Sep 2014,"2013-203131 30 Sep 2013 JP
","F01M 1/08,F01P 3/08","DAIHATSU MOTOR CO., LTD."
P00201200416,IDP000051840,,(PA) Diberi Paten,2013/00680,28 Mar 2013,25 May 2012,25 May 2012,"2011-210559 27 Sep 2011 JP
","F02D 13/02,F02D 19/08,F02D 41/04","DAIHATSU MOTOR CO., LTD."
P00201304832,IDP000052942,,(PA) Diberi Paten,2015/00649,27 Feb 2015,13 Dec 2013,13 Dec 2013,"2012-273216 14 Dec 2012 JP
","F01M 1/02,F01M 11/03,F02B 67/06,F02F 7/00","DAIHATSU MOTOR CO., LTD."
P00201401070,IDP000045968,,(PA) Dihapuskan,2015/00874,13 Mar 2015,26 Feb 2014,26 Feb 2014,"2013-037040 27 Feb 2013 JP
","B62D 25/04,B62D 25/08","DAIHATSU MOTOR, CO., LTD."
P00201201282,IDP000046020,,(PA) Diberi Paten,2013/02036,27 Jun 2013,28 Dec 2012,28 Dec 2012,"JP2011-288536 28 Dec 2011 JP
","F02D 41/22,F02D 41/34","DAIHATSU MOTOR CO., LTD."
P00201603813,IDP000071540,,(PA) Diberi Paten,2017/06141,09 Jun 2017,07 Jun 2016,07 Jun 2016,"2015-116437 09 Jun 2015 JP
",F02M 25/07,"DAIHATSU MOTOR CO., LTD."
P00201802124,,-,(PA) Pemeriksa Substantif,2019/07115,27 Sep 2019,,-,"- - -
","F01P 3/02,F02B 77/00,F02F 1/10","DAIHATSU MOTOR CO., LTD."
P00201807625,,-,(PA) Masa Pengumuman,2020/00808,18 Jun 2020,,-,"- - -
","B62D 3/12,H02J 7/02","DAIHATSU MOTOR CO., LTD."
P00201200418,IDP000071633,,(PA) Diberi Paten,2013/04172,14 Nov 2013,25 May 2012,25 May 2012,"- - -
","F02F 1/00,F02F 1/20","DAIHATSU MOTOR CO., LTD."
P00201405543,IDP000060449,,(PA) Diberi Paten,2016/00749,26 Feb 2016,17 Sep 2014,17 Sep 2014,"2013-203720 30 Sep 2013 JP
","B60G 7/02,B60G 9/04,F16F 1/38","DAIHATSU MOTOR CO., LTD."
P00201802187,,-,(PA) Pemeriksa Substantif,2019/07164,04 Oct 2019,,-,"- - -
",F16H 57/04,"DAIHATSU MOTOR CO., LTD."
PID201901708,,-,(PA) Pemeriksa Substantif,2019/06627,06 Sep 2019,,-,"2018-034164 28 Feb 2018 JP
","F02D 41/00,F02D 41/18,F02P 5/10,F02D 41/22","DAIHATSU MOTOR CO., LTD."
P00201606443,IDP000063187,,(PA) Diberi Paten,2018/01674,16 Feb 2018,26 Sep 2016,26 Sep 2016,"2015-212691 29 Oct 2015 JP
",B62D 35/00,"DAIHATSU MOTOR CO., LTD."
P00201807377,,-,(PA) Masa Pengumuman,2020/00731,18 Jun 2020,,-,"- - -
",B60J 5/10,"DAIHATSU MOTOR CO., LTD."
